BusinessName,BusinessType,AddressLine1,PostCode,lon,lat,RatingValue,FHRSID
Caffe Concerto,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 38-39 SOUTH MOLTON STREET,W1K 5RL,-0.1485793,51.5141606,3,1526573
Caffe Nero,Restaurant/Cafe/Canteen,32 CRANBOURN STREET,WC2H 7AD,-0.1277053,51.5114642,3,428167
Candy Cafe,Restaurant/Cafe/Canteen,FIRST FLOOR 3 MACCLESFIELD STREET,W1D 6AU,-0.1314359,51.5118654,3,414695
Canton Element,Restaurant/Cafe/Canteen,,WC1R 4PF,-0.117582,51.519862,3,842161
Carbone,Restaurant/Cafe/Canteen,30 GROSVENOR SQUARE,W1K 6AN,-0.1531533,51.5111842,3,1849328
Cardinals Of Mayfair,Restaurant/Cafe/Canteen,BASEMENT REAR AND GROUND FLOOR REAR 115 PARK STREET,W1K 7JG,-0.1559331,51.5130085,3,411144
Century Club,Restaurant/Cafe/Canteen,61-63 SHAFTESBURY AVENUE,W1D 6LG,-0.1321162,51.512146,3,411757
ChaHalo,Restaurant/Cafe/Canteen,GROUND FLOOR 52-53 DEAN STREET,W1D 5BJ,-0.1314844,51.5124417,3,1863874
Change Please CIC,Restaurant/Cafe/Canteen,,NW1 3BF,-0.141709,51.5250231,3,1576326
Changs,Restaurant/Cafe/Canteen,,WC1A 1EP,-0.125744,51.517321,3,947388
Chaun Royal China,Restaurant/Cafe/Canteen,30 GERRARD STREET,W1D 6JS,-0.1314657,51.5114882,3,1223907
Cheemc,Restaurant/Cafe/Canteen,32 GREAT WINDMILL STREET,W1D 7LR,-0.1346354,51.5115117,3,1590010
Chengdu Chengdu Restaurant,Restaurant/Cafe/Canteen,GROUND 4 LEICESTER STREET,WC2H 7BL,-0.1310513,51.5110499,3,411470
Chequers,Restaurant/Cafe/Canteen,GROUND FLOOR 47 BEDFORD STREET,WC2E 9HA,-0.1236416,51.5100503,3,413227
Chequers,Restaurant/Cafe/Canteen,16 DUKE STREET,SW1Y 6DB,-0.13791008,51.50755192,3,411399
Chicken Valley / Smash Burger,Restaurant/Cafe/Canteen,,WC1X 8SF,-0.1167997,51.520795,3,1746424
Chubby Banny,Restaurant/Cafe/Canteen,30-34,WC1A 1AP,-0.11037,51.51721,3,1705831
CHUNG'DAM,Restaurant/Cafe/Canteen,35-36 GREEK STREET,W1D 5DL,-0.1303385,51.512972,3,1735957
Cocoro Restaurant,Restaurant/Cafe/Canteen,31 MARYLEBONE LANE,W1U 2NH,-0.1507668,51.516731,3,411588
Com Viet,Restaurant/Cafe/Canteen,2 GARRICK STREET,WC2E 9BH,-0.1256845,51.5115398,3,413676
Copita,Restaurant/Cafe/Canteen,GROUND FLOOR 26-27 D'ARBLAY STREET,W1F 8EL,-0.1360845,51.5144933,3,412850
Coqfighter,Restaurant/Cafe/Canteen,75 BEAK STREET,W1F 9SS,-0.136597,51.5128827,3,1149534
Costa Coffee,Restaurant/Cafe/Canteen,Unit 4 Euston Railway Station,NW1 2DU,-0.133309,51.528674,3,446009
Crown Cafe Bar,Restaurant/Cafe/Canteen,136 STRAND,WC2R 1HH,-0.1188213,51.5112681,3,414193
Da Corradi Caffe,Restaurant/Cafe/Canteen,47A CURZON STREET,W1J 7UJ,-0.1463994,51.5067971,3,412846
DA LONG YI HOT POT Chinese Restaurant,Restaurant/Cafe/Canteen,5A BERNERS STREET,W1T 3LF,-0.1358697,51.5165762,3,1662327
Daly's Wine Bar & Beer Hall,Restaurant/Cafe/Canteen,210 STRAND,WC2R 1AP,-0.1130545,51.5130639,3,414200
Dapur,Restaurant/Cafe/Canteen,,WC1R 4RH,-0.117890998721123,51.5200843811035,3,985340
DOLAN UYGHUR CUISINE,Restaurant/Cafe/Canteen,,W1T 5ED,-0.137934,51.5232096,3,1798553
Donabe Hannah,Restaurant/Cafe/Canteen,County Hall Riverside Building,SE1 7PB,-0.119264,51.50283,3,997001
Doumo,Takeaway/sandwich shop,,W1T 4RU,-0.1366705,51.5199072,3,1624071
Dr Coffee Cafe,Restaurant/Cafe/Canteen,Ucl Cruciform Building,WC1E 6AU,-0.135131999850273,51.5240478515625,3,1105492
Edgar Wallace Public House,Restaurant/Cafe/Canteen,40 ESSEX STREET,WC2R 3JE,-0.1127502,51.5127533,3,413644
EDINE,Restaurant/Cafe/Canteen,Unit 2 Victoria House,WC1B 4DA,-0.1221264,51.5192077,3,1888124
El Pollote Carnaby,Restaurant/Cafe/Canteen,13 GANTON STREET,W1F 9BL,-0.1388716,51.5129458,3,1619573
Enish Nigerian Restaurant,Restaurant/Cafe/Canteen,3 BERNERS STREET,W1T 3LD,-0.1357884,51.516449,3,1518693
Everest Catering Trading Ltd Papa Noodle,Restaurant/Cafe/Canteen,,WC1A 1NU,-0.1231902,51.5171744,3,1653933
Fairuz Restaurant,Restaurant/Cafe/Canteen,3 BLANDFORD STREET,W1U 3DA,-0.1519451,51.5182424,3,413586
FAT FELLA'S BURGERS,Restaurant/Cafe/Canteen,,NW1 2PA,-0.1379328,51.5267707,3,1560479
Fernanado's,Restaurant/Cafe/Canteen,55 ST MARTIN'S LANE,WC2N 4EA,-0.1267639,51.5108736,3,411982
Feya /Feya Underground,Restaurant/Cafe/Canteen,UNIT 4 6 MARBLE ARCH,W1H 7EJ,-0.1605197,51.5139097,3,1502840
Fishoria Fish and Chips,Takeaway/sandwich shop,,WC1A 1ES,-0.1267543,51.5170785,3,1888102
Flip Express,Takeaway/sandwich shop,11 ARGYLL STREET,W1F 7TH,-0.1406519,51.5148805,3,1698378
Foodies Hub,Restaurant/Cafe/Canteen,2 GREYCOAT PLACE,SW1P 1SB,-0.1339778,51.4965733,3,1904281
Fortitude Bakery,Takeaway/sandwich shop,Cafe And Premises At Ground Floor,WC1N 1JA,-0.12338399887085,51.5229873657227,3,1097454
Four Seasons Restaurant,Restaurant/Cafe/Canteen,12 GERRARD STREET,W1D 5PR,-0.1309994,51.5119664,3,412638
Franco Manca,Restaurant/Cafe/Canteen,,WC1N 1LJ,-0.1245645,51.5230146,3,1020971
Frankie & Benny's,Restaurant/Cafe/Canteen,BURLEIGH HOUSE 357 STRAND,WC2R 0HS,-0.1198893,51.5112313,3,428149
Freud Cafe Bar,Restaurant/Cafe/Canteen,,WC2H 8JL,-0.1265496,51.5153935,3,423815
Funky Noodle,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 103 CHARING CROSS ROAD,WC2H 0DT,-0.1298064,51.5139977,3,1797980
Fushan,Restaurant/Cafe/Canteen,,WC1A 1ES,-0.1261884,51.5171683,3,1125781
GAIA,Restaurant/Cafe/Canteen,,WC1B 3BG,-0.124806,51.5185401,3,1683527
Gelatorino,Restaurant/Cafe/Canteen,2 RUSSELL STREET,WC2B 5JD,-0.1208401,51.5126404,3,414121
German Doner Kabab and Grill,Restaurant/Cafe/Canteen,,W1T 6LX,-0.1401387,51.5218148,3,1318745
Ginza,Restaurant/Cafe/Canteen,15 BURY STREET,SW1Y 6AL,-0.1384067,51.5070302,3,411361
Giovanni'S Restaurant,Restaurant/Cafe/Canteen,10 GOODWIN'S COURT,WC2N 4LL,-0.1260963,51.5109889,3,414402
Golden Dragon Chinese Restaurant,Restaurant/Cafe/Canteen,28-29 GERRARD STREET,,-0.131612,51.5114366,3,414788
Good Friend,Restaurant/Cafe/Canteen,14 LITTLE NEWPORT STREET,WC2H 7JJ,-0.1288017,51.5117874,3,412474
Gourmet Kitchen,Restaurant/Cafe/Canteen,34 LISLE STREET,WC2H 7BD,-0.1297895,51.5115964,3,944334
Gunmakers,Restaurant/Cafe/Canteen,33 AYBROOK STREET,W1U 4AP,-0.1532883,51.5192438,3,412302
HALA EAT,Other catering premises,GROUND FLOOR 4 STRUTTON GROUND,SW1P 2HP,-0.1341312,51.497403,3,1619555
Haozhan Restaurant,Restaurant/Cafe/Canteen,THIRD FLOOR 8 GERRARD STREET,W1D 5PJ,-0.1306194,51.5120952,3,412634
Happy Bones Coffee,Restaurant/Cafe/Canteen,,W1T 5AQ,-0.1371945,51.5233148,3,1612255
Happy Restaurant,Restaurant/Cafe/Canteen,25-29 COVENTRY STREET,W1D 7AG,-0.1323839,51.5101809,3,1214669
HARRY'S KIOSK,Restaurant/Cafe/Canteen,,WC1N 1LE,-0.122375525852955,51.5237044018825,3,1500546
Hiba Street,Restaurant/Cafe/Canteen,,W1T 4RD,-0.1351951,51.5207381,3,947353
Hobson's Fish & Chips,Takeaway/sandwich shop,27-28 ST ANNE'S COURT,W1F 0BN,-0.1334845,51.5146318,3,1289984
Hoga (Ex  Hozi),Restaurant/Cafe/Canteen,,WC1X 8SP,-0.118243001401424,51.5200538635254,3,1640834
Holborn Falafel,Restaurant/Cafe/Canteen,,WC1A 2RA,-0.121884003281593,51.518440246582,3,1206193
Holbunz,Restaurant/Cafe/Canteen,,WC1B 4AR,-0.1217485,51.519984,3,1283308
Honey & Spice,Restaurant/Cafe/Canteen,,W1T 5NJ,-0.1402311,51.5241453,3,998767
Honeymoon Dessert/Bite Me,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 33 SHAFTESBURY AVENUE,W1D 7EH,-0.1332631,51.5115887,3,1688817
Hong Kong Buffet,Restaurant/Cafe/Canteen,16 LISLE STREET,WC2H 7BE,-0.1306699,51.5115654,3,412973
HORA,Restaurant/Cafe/Canteen,GROUND FLOOR HEREDITABLE HOUSE 28-29 DOVER STREET,W1S 4NA,-0.1429373,51.5093682,3,1761641
Hot Pepper Cafe,Restaurant/Cafe/Canteen,,NW1 2PA,-0.1381947,51.5267119,3,1088954
Ikeda Japanese Restaurant/ OBI,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 30 BROOK STREET,W1K 5DJ,-0.1464424,51.5131916,3,412620
IKKAN POKE/NAKKI'S ASIAN WOK,Restaurant/Cafe/Canteen,,WC1X 0BQ,-0.1140501,51.5228011,3,1560472
Il Blandfords,Restaurant/Cafe/Canteen,65 CHILTERN STREET,W1U 6NH,-0.1557102,51.520307,3,413340
Il Cucciolo,Restaurant/Cafe/Canteen,BASEMENT TO FIRST FLOOR 8 OLD COMPTON STREET,W1D 4TE,-0.1298999,51.5138283,3,412510
Ippudo,Restaurant/Cafe/Canteen,31A VILLIERS STREET,WC2N 6ND,-0.1236055,51.5081253,3,411252
IZABELLA CAFE BAKER STREET,Restaurant/Cafe/Canteen,201 BAKER STREET,NW1 6UY,-0.158229,51.5225408,3,1884179
Jamavar,Restaurant/Cafe/Canteen,8 MOUNT STREET,W1K 3NF,-0.1483742,51.5103355,3,428177
Japes,Restaurant/Cafe/Canteen,TOWNSEND HOUSE 22-25 DEAN STREET,W1D 3RY,-0.1326631,51.514277,3,949279
Jin Li China Town,Restaurant/Cafe/Canteen,16-18 NEWPORT PLACE,WC2H 7PR,-0.1294182,51.5121371,3,1131370
Jollibee,Restaurant/Cafe/Canteen,BASEMENT GROUND AND MEZZANINE FLOORS 22 LEICESTER SQUARE,WC2H 7LE,-0.1292647,51.5106887,3,1302725
JOON,Restaurant/Cafe/Canteen,,W1T 5NP,-0.1399404,51.5242037,3,1824291
Juliano's Cafe,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 19 SHEPHERD MARKET,W1J 7PJ,-0.1468176,51.506435,3,1832278
K Pop,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 47 MARGARET STREET,W1W 8SB,-0.1418731,51.5163927,3,1246217
Kahve Dunyasi,Restaurant/Cafe/Canteen,UNIT 3 200 PICCADILLY,W1J 9HU,-0.1362478,51.5090823,3,447070
KAIROS,Restaurant/Cafe/Canteen,,W1T 4TG,-0.1356944,51.5215733,3,1708611
Kanada-Ya,Restaurant/Cafe/Canteen,3 PANTON STREET,SW1Y 4DL,-0.131989,51.5092663,3,908527
Karamay Uyghur Cuisine,Restaurant/Cafe/Canteen,12 GREAT CASTLE STREET,W1W 8LR,-0.1416954,51.516156,3,1592670
Kayu Cafe,Restaurant/Cafe/Canteen,19 BROOK'S MEWS,W1K 4DX,-0.1470007,51.5122138,3,1843880
Kazu,Restaurant/Cafe/Canteen,,W1T 4QD,-0.1362662,51.5202785,3,1132683
Kima Restaurant,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 57 PADDINGTON STREET,W1U 4HZ,-0.152816,51.5205852,3,1592660
Kintan,Restaurant/Cafe/Canteen,21-22 GREAT CASTLE STREET,W1G 0HY,-0.1426973,51.5159741,3,1024590
Kiss the hippo,Restaurant/Cafe/Canteen,30-31 GOLDEN SQUARE,W1F 9LD,-0.1380846,51.5117463,3,1752414
Kiss the Hippo,Restaurant/Cafe/Canteen,36 BERNERS STREET,W1T 3LY,-0.1373579,51.5186052,3,1633844
Knockbox Coffee,Restaurant/Cafe/Canteen,,WC1N 3NG,-0.118578,51.521577,3,943067
Koba,Restaurant/Cafe/Canteen,11 RATHBONE STREET,W1T 1NA,-0.1348225,51.5178635,3,411162
Kozzy Cafe  Fast Break,Restaurant/Cafe/Canteen,,WC1R 4PD,-0.1173721,51.5195002,3,1029697
L'Ulivo,Restaurant/Cafe/Canteen,409-410 STRAND,,-0.1228015,51.5101538,3,1863869
La Gauloise,Restaurant/Cafe/Canteen,3A MELCOMBE STREET,NW1 6AE,-0.158229,51.5225408,3,413194
La Porchetta Pollo Bar Pizzeria,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 20 OLD COMPTON STREET,W1D 4TW,-0.1303807,51.5137011,3,412518
LA-YAM ROOF TOP,Restaurant/Cafe/Canteen,Kingsbourne House,WC1V 7DA,-0.1197208,51.5175397,3,1850299
Le Signore Snack Bar,Restaurant/Cafe/Canteen,4 PALACE STREET,SW1E 5HY,-0.1428987,51.498981,3,413463
Le Vieux Comptoir,Restaurant/Cafe/Canteen,26-28 MOXON STREET,W1U 4EU,-0.1533335,51.5198197,3,1056562
Lebaneats,Takeaway/sandwich shop,67 Chancery Lane,WC2A 1AF,-0.113483,51.517917,3,1753162
LEBANESE GARDEN,Restaurant/Cafe/Canteen,,WC1X 8JR,-0.1161016,51.5247855,3,1740075
Leong's Legend,Restaurant/Cafe/Canteen,GROUND FLOOR 39 GERRARD STREET,W1D 5QD,-0.130674,51.5118173,3,412650
Limoncello,Restaurant/Cafe/Canteen,42 CRANBOURN STREET,WC2H 7AN,-0.1286831,51.511165,3,1807610
Little Italy,Restaurant/Cafe/Canteen,6-7 IRVING STREET,WC2H 7AT,-0.12896,51.5100364,3,977257
Little Portland Cafe,Restaurant/Cafe/Canteen,15 LITTLE PORTLAND STREET,W1W 8BW,-0.1419538,51.5168885,3,412478
Little Venice Cafe,Restaurant/Cafe/Canteen,,WC1V 7DX,-0.119152,51.51745,3,583267
Love Dumplings' Legend,Takeaway/sandwich shop,28 Chancery Lane,WC2A 1LB,-0.11159,51.5156977,3,1832818
LPM,Restaurant/Cafe/Canteen,54 BROOK'S MEWS,W1K 4EG,-0.1462346,51.5126308,3,412630
LPS,Restaurant/Cafe/Canteen,17 LITTLE PORTLAND STREET,W1W 8BP,-0.1418004,51.5168856,3,1411847
Machi Ya,Restaurant/Cafe/Canteen,5 PANTON STREET,SW1Y 4DL,-0.1318867,51.5093007,3,944344
Maharajah Of India,Restaurant/Cafe/Canteen,19A CHARING CROSS ROAD,WC2H 0ET,-0.128775,51.5103302,3,412010
Main Kitchen,Restaurant/Cafe/Canteen,,WC1A 1DB,-0.1292654,51.5163735,3,1841674
MAMA PHO,Restaurant/Cafe/Canteen,,WC1N 1AP,-0.1253768,51.524997,3,1891417
Mamounia Lounge,Restaurant/Cafe/Canteen,37A CURZON STREET,W1J 7TX,-0.1481093,51.5065633,3,412844
Manna,Restaurant/Cafe/Canteen,,WC1A 1DB,-0.1292654,51.5163735,3,1841675
Mano Mayfair,Restaurant/Cafe/Canteen,4 HEDDON STREET,W1B 4BS,-0.139313,51.5109565,3,1470373
Maroush Express,Restaurant/Cafe/Canteen,56-58 EDGWARE ROAD,W2 2EH,-0.1621843,51.5148871,3,412723
Mazarine,Restaurant/Cafe/Canteen,22 HANOVER SQUARE,W1S 1JP,-0.1443045,51.5133107,3,1859895
Mediterrenean Cafe,Restaurant/Cafe/Canteen,18 BERWICK STREET,W1F 0PU,-0.1347625,51.5136899,3,411334
Menya Ramen House,Takeaway/sandwich shop,,WC1A 1LH,-0.1258875,51.517829,3,1267256
Mi Canteen,Restaurant/Cafe/Canteen,4 MACCLESFIELD STREET,W1D 6AX,-0.1314629,51.5119108,3,1371839
Mille Reves,Restaurant/Cafe/Canteen,98 SHAFTESBURY AVENUE,W1D 5EB,-0.1311483,51.5122025,3,1942039
Mio Restaurant Bar,Restaurant/Cafe/Canteen,58 GREAT PETER STREET,SW1P 2HD,-0.1334101,51.4967171,3,988474
Misato Restaurant,Restaurant/Cafe/Canteen,11 WARDOUR STREET,W1D 6PG,-0.1319391,51.5108393,3,412159
Mister Nice Mayfair,Restaurant/Cafe/Canteen,14-16 DAVIES STREET,W1K 3DR,-0.1473879,51.5112012,3,1863944
Mnky Hse,Restaurant/Cafe/Canteen,10 DOVER STREET,W1S 4LQ,-0.1416015,51.508196,3,861353
MR WONG IRON POT/FOUR HAPPINESS,Restaurant/Cafe/Canteen,,WC1R 4NA,-0.1169681,51.5188103,3,1858030
Mr Wu Restaurant,Restaurant/Cafe/Canteen,28 WARDOUR STREET,W1D 6QN,-0.1319044,51.5113333,3,412169
Munchkins Restaurant London Ltd,Restaurant/Cafe/Canteen,,WC1B 3PP,-0.1271299,51.5177589,3,1417962
My Old Dutch,Restaurant/Cafe/Canteen,,WC1V 6PS,-0.1219939,51.5175239,3,423783
Namaiki,Restaurant/Cafe/Canteen,14 BROADWICK STREET,W1F 8HP,-0.135051,51.5140362,3,1576233
Nanahoshi,Restaurant/Cafe/Canteen,DEWHURST HOUSE 3-5 WINNETT STREET,W1D 6JY,-0.1332662,51.5122183,3,1378661
Nawras Ltd,Restaurant/Cafe/Canteen,23 EDGWARE ROAD,W2 2JE,-0.162461,51.5144598,3,1370176
NETTREND SUSHI/TIANBIAN Braised Chicken/Tang Xiao Chuan Tanghulu,Other catering premises,18-21 LISLE STREET,WC2H 7BA,-0.1305295,51.5116294,3,1916462
New Fei Er Cottage,Restaurant/Cafe/Canteen,37 STRUTTON GROUND,SW1P 2HY,-0.1336072,51.4968282,3,1920936
New Golden Gate,Takeaway/sandwich shop,16 LISLE STREET,WC2H 7BE,-0.1306699,51.5115654,3,1420030
New Loon Fung Chinese Restaurant,Restaurant/Cafe/Canteen,42-43 GERRARD STREET,W1D 5QG,-0.130383,51.5118846,3,412652
Nine Bars Coffee Ltd,Restaurant/Cafe/Canteen,,WC2A 3HP,-0.118715,51.5169948,3,1602498
Ning?s Fresh Beef Hotpot - Chinatown,Restaurant/Cafe/Canteen,18 RUPERT STREET,W1D 6DD,-0.1322375,51.5109429,3,1898859
Nkora,Restaurant/Cafe/Canteen,14 OLD BURLINGTON STREET,W1S 2JR,-0.1412596,51.5112841,3,1526581
Noodle&Beer,Restaurant/Cafe/Canteen,27 WARDOUR STREET,W1D 6PR,-0.1321419,51.5111662,3,1807624
Number 1 Broasted,Restaurant/Cafe/Canteen,29-31 EDGWARE ROAD,W2 2JE,-0.162461,51.5144598,3,1660546
Old Tree Daiwan Bee,Restaurant/Cafe/Canteen,26 RUPERT STREET,W1D 6DH,-0.1325499,51.5110558,3,720247
Olea Social,Restaurant/Cafe/Canteen,10 UPPER ST MARTIN'S LANE,WC2H 9FB,-0.1268891,51.5127616,3,1768907
One Plus,Restaurant/Cafe/Canteen,31 GERRARD STREET,W1D 6JT,-0.1313926,51.511514,3,1223902
Opium Cocktail & Dim Sum Parlour,Restaurant/Cafe/Canteen,GROUND FLOOR ENTRANCE AND SECOND FLOOR TO FOURTH FLOOR 15-16 GERRARD STREET,W1D 6JB,-0.1315677,51.5118135,3,641298
Orient London,Restaurant/Cafe/Canteen,15 WARDOUR STREET,W1D 6PH,-0.1321544,51.5108607,3,412161
Oxford Street Eatery/ Giotto,Restaurant/Cafe/Canteen,,WC1A 1ES,-0.126213997602463,51.5171661376953,3,1283315
Palm Palace Café & Restaurant,Restaurant/Cafe/Canteen,84 EDGWARE ROAD,W2 2EA,-0.1631133,51.5154412,3,412730
Pane Cunzato,Restaurant/Cafe/Canteen,,WC1A 1LY,-0.1251229,51.517493,3,1063492
Paro / Le Spice / Diana's Indian Kitchen / Viscuit / Viceroy / Taste of India / Siam Spice / Tony Jaa / Namastey London / Bengal Town Curryhouse / SpiceWala / MadamJi's,Restaurant/Cafe/Canteen,21 WELLINGTON STREET,WC2E 7DN,-0.1199705,51.5117092,3,1637205
Passyunk Avenue,Restaurant/Cafe/Canteen,,W1T 6NE,-0.140418,51.522035,3,1063491
Petit Dejeuner,Restaurant/Cafe/Canteen,10 LOWER JOHN STREET,W1F 9EA,-0.1370537,51.5108756,3,411111
Pho Husons Ltd,Restaurant/Cafe/Canteen,,WC1B 3NH,-0.129747,51.5172071,3,1798549
Photographers Gallery,Restaurant/Cafe/Canteen,BASEMENT TO SECOND FLOOR 16-18 RAMILLIES STREET,W1F 7LW,-0.1390214,51.5149266,3,1212847
Pierre Herme Paris,Takeaway/sandwich shop,,WC2H 9EP,-0.1272508,51.5134084,3,1076284
Pinner Cafe,Restaurant/Cafe/Canteen,,NW1 1JB,-0.1296187,51.5294802,3,426152
Pirana London,Restaurant/Cafe/Canteen,BYRON HOUSE 7-9 ST JAMES'S STREET,SW1A 1EE,-0.1381083,51.5058654,3,1740497
PIZZA & PASTA BY CUCINA BETTINA,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 46-48 SHEPHERD MARKET,W1J 7QS,-0.1469385,51.5066528,3,1804168
Plum Valley,Restaurant/Cafe/Canteen,20 GERRARD STREET,W1D 6JQ,-0.1318764,51.5116656,3,412644
Pronto A Mangia,Restaurant/Cafe/Canteen,9-11 BUCKINGHAM PALACE ROAD,SW1W 0PP,-0.1432359,51.4984828,3,1396527
Prosecco Caffe',Restaurant/Cafe/Canteen,26 FRITH STREET,W1D 5LD,-0.1309984,51.5130455,3,1686851
Queen's Coffee,Restaurant/Cafe/Canteen,The Mary Ward Centre,WC1N 3AQ,-0.1217843,51.5208659,3,1683520
"RED STONE FALAFEL, STREET FOOD TRADER",Takeaway/sandwich shop,Outside  Russell Square Underground Station,WC1N 1LJ,-0.1242919,51.5229833,3,1549103
Rice Coming Restaurant,Takeaway/sandwich shop,,WC1A 1NH,-0.126201,51.5172135,3,1251849
Round House,Restaurant/Cafe/Canteen,1 GARRICK STREET,WC2E 9BF,-0.125553,51.511232,3,428078
Royals Restaurant,Restaurant/Cafe/Canteen,3-7 ENDELL STREET,WC2H 9EL,-0.1238868,51.5139032,3,412081
Sababa,Restaurant/Cafe/Canteen,55 GOODGE STREET,W1T 1TQ,-0.1363334,51.5189846,3,1942034
Sael,Restaurant/Cafe/Canteen,1 CARLTON STREET,SW1Y 4QQ,-0.1334047,51.5088302,3,1743835
Sagar Restaurant,Restaurant/Cafe/Canteen,31 CATHERINE STREET,WC2B 5JS,-0.1207112,51.5126203,3,411317
Sagar Restaurant,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 37 PANTON STREET,SW1Y 4EA,-0.1318894,51.5095885,3,1415419
Sagar Restaurant (Veg),Restaurant/Cafe/Canteen,,W1T 1DU,-0.1326808,51.5184229,3,425482
SANDWICH SANDWICH,Takeaway/sandwich shop,Unit 9 Tottenham Walk,W1T 1BJ,-0.1318888,51.5176999,3,1888110
Santa Nata,Restaurant/Cafe/Canteen,SHOP AT 17 RUSSELL STREET,WC2B 5HP,-0.1218693,51.512495,3,1112330
Sensations Cafe,Restaurant/Cafe/Canteen,,W1T 6NL,-0.1409741,51.5225384,3,426431
Sergio's,Restaurant/Cafe/Canteen,84-84A GREAT TITCHFIELD STREET,W1W 7QY,-0.1406257,51.5190617,3,413758
Shanghai Family,Restaurant/Cafe/Canteen,,WC1A 1EP,-0.1257068,51.5173135,3,1798584
Shanghai Me London,Restaurant/Cafe/Canteen,LONDON HILTON 22 PARK LANE,W1K 1BE,-0.1501515,51.5055974,3,1843276
Shawarma And More,Takeaway/sandwich shop,123 BAKER STREET,W1U 6RZ,-0.1575296,51.5216796,3,1206508
Shaxian Delicacies,Restaurant/Cafe/Canteen,7 GERRARD STREET,W1D 5PH,-0.1305607,51.5121212,3,1494511
Shoo Loong Kan,Restaurant/Cafe/Canteen,10 - 12 Holborn,EC1N 2LL,-0.110534,51.5178975,3,1721348
SHOOP,Takeaway/sandwich shop,Cafe And Premises At Ground Floor,W1T 4RW,-0.136598005890846,51.5199317932129,3,1042620
SHORI,Takeaway/sandwich shop,39 GREAT TITCHFIELD STREET,W1W 7PF,-0.1405086,51.5180437,3,1811588
Silk Noodle,Restaurant/Cafe/Canteen,16 IRVING STREET,WC2H 7AU,-0.1290427,51.5097769,3,1873492
SIMPLY CHICKEN,Restaurant/Cafe/Canteen,,NW1 2HL,-0.1367267,51.5270034,3,1351270
Snowflake Luxury Gelato,Restaurant/Cafe/Canteen,44 EDGWARE ROAD,W2 2EH,-0.1618099,51.5145339,3,861355
Soho House 180 The Strand,Restaurant/Cafe/Canteen,180 STRAND,WC2R 1EA,-0.1150843,51.5124221,3,1359691
Sola,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 64 DEAN STREET,W1D 4QQ,-0.1323937,51.5131127,3,1109130
SONG HE LOU,Restaurant/Cafe/Canteen,22 WARDOUR STREET,W1D 6QJ,-0.1317659,51.5111962,3,1800675
Souk Restaurant,Restaurant/Cafe/Canteen,GROUND 27 LITCHFIELD STREET,WC2H 9NJ,-0.1283372,51.5129221,3,412999
Spaghetti House,Restaurant/Cafe/Canteen,12 WOODSTOCK STREET,W1C 2AF,-0.1477399,51.5142463,3,427895
Speedy Cafe,Restaurant/Cafe/Canteen,,NW1 2NJ,-0.1369459,51.5262245,3,426250
SUSHI TACHI LIMITED,Restaurant/Cafe/Canteen,,WC1A 1DG,-0.1283948,51.5164392,3,1850351
Taste of China,Restaurant/Cafe/Canteen,,WC1B 4BB,-0.1217485,51.519984,3,1670151
THAI CUP,Takeaway/sandwich shop,,WC2H 8EB,-0.1260639,51.516339,3,1657219
Thai Square,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR NORWAY HOUSE 21-24 COCKSPUR STREET,SW1Y 5BN,-0.1300054,51.5073822,3,413602
The 10 Cases,Restaurant/Cafe/Canteen,,WC2H 9BD,-0.124331,51.514539,3,440910
The Azuki Dinning,Restaurant/Cafe/Canteen,Public House,EC4A 1HL,-0.111560001969337,51.5163192749023,3,1916324
The Bombay Spice,Restaurant/Cafe/Canteen,BASEMENT AND GROUND FLOOR 50 PADDINGTON STREET,W1U 4HP,-0.1534225,51.5205588,3,1866389
The Camera Cafe,Restaurant/Cafe/Canteen,,WC1A 1LY,-0.1252304,51.5176836,3,424653
The Champion Public House,Restaurant/Cafe/Canteen,13 WELLS STREET,W1T 3PA,-0.1372825,51.5169224,3,411266
The Fryers Delight,Takeaway/sandwich shop,,WC1X 8SL,-0.1172792,51.520353,3,1029691
The Hellenic Centre,Restaurant/Cafe/Canteen,16-18 PADDINGTON STREET,W1U 5AS,-0.1535649,51.5209567,3,411066
The India,Restaurant/Cafe/Canteen,GROUND FLOOR 38 PANTON STREET,SW1Y 4EA,-0.1319625,51.5095627,3,1962989
The Iran Restaurant,Restaurant/Cafe/Canteen,27 SHEPHERD MARKET,W1J 7PR,-0.1470067,51.5063931,3,772515
The John Snow Public House,Restaurant/Cafe/Canteen,39 BROADWICK STREET,W1F 9QJ,-0.1366104,51.5132607,3,413178
The Kati Roll Company,Restaurant/Cafe/Canteen,24 POLAND STREET,W1F 8QL,-0.1371793,51.5152121,3,411941
